Date,Open,High,Low,Close,Adj Close,Volume
1996-05-16,20.051300,20.344101,19.801300,19.934099,2.993380,314778926
1996-05-17,19.524099,19.758400,19.430401,19.539700,2.934156,258431256
1996-05-20,19.289801,19.321100,18.868099,18.926701,2.842106,149088824
1996-05-21,18.813400,19.055500,18.704100,18.860300,2.832134,208578124
1996-05-22,19.055500,19.149200,18.903200,18.961800,2.847376,145990089
1996-05-23,18.836800,18.914900,18.711901,18.805599,2.823920,134721324
1996-05-24,18.985201,19.039900,18.883699,18.981300,4.185800,108247631
1996-05-27,18.821199,18.821199,18.391701,18.422899,4.062661,176404424
1996-05-28,18.040300,18.040300,17.614599,17.825500,3.930921,249405871
1996-05-29,18.200399,19.094601,18.200399,18.840799,4.154817,235277819
1996-05-30,18.977400,19.032101,18.376101,18.497101,4.079025,241431112
1996-05-31,18.762699,18.782200,18.438601,18.614300,4.104868,203873041
1996-06-03,18.977400,19.250799,18.860300,19.184401,4.230589,223537201
1996-06-04,19.520201,19.637300,18.567400,18.910999,4.170298,328794937
1996-06-05,19.133600,19.133600,18.622101,18.790001,4.143615,152602430
1996-06-06,19.051600,19.445999,18.977400,19.098499,4.211645,151339888
1996-06-07,18.829000,19.172701,18.801701,19.082800,4.208183,102387566
1996-06-10,19.016500,19.094601,18.821199,18.910999,4.170298,82991024
1996-06-11,18.821199,18.938400,18.657200,18.762699,4.137595,112323363
1996-06-12,19.055500,19.246901,18.907101,19.047701,4.200443,91595775
1996-06-13,19.016500,19.121901,18.910999,18.973499,4.184079,53464054
1996-06-14,19.055500,19.211700,18.993000,19.172701,4.228009,56080692
1996-06-17,19.231199,19.231199,18.864201,18.910999,4.170298,49302530
1996-06-18,18.821199,18.821199,18.204300,18.426800,4.063522,87387514
1996-06-19,18.430700,18.508900,17.731800,17.876301,3.942123,109371883
1996-06-20,17.727900,17.981701,17.532600,17.903601,3.948144,130129563
1996-06-21,17.798201,17.915300,17.306200,17.407700,3.838785,161408214
1996-06-24,17.267099,17.415501,16.993799,17.259300,3.806061,140622364
1996-06-25,17.337400,17.415501,16.556400,16.896200,3.725990,159642448
1996-06-26,17.001600,17.001600,16.490000,16.572100,3.654519,135377564
1996-06-27,16.419800,17.025000,16.216700,16.868799,3.719946,246320582
1996-06-28,17.025000,17.317900,16.521299,16.681400,3.678620,347206158
1996-07-01,16.482201,17.001600,16.126900,16.302601,3.595088,253042403
1996-07-02,16.314301,16.470501,15.853600,15.959000,3.519315,259705962
1996-07-03,15.736400,15.771600,14.721200,14.889100,3.283379,295091718
1996-07-04,14.623600,15.291300,14.385400,14.834400,3.271317,368830715
1996-07-05,14.975000,15.111700,14.412700,14.611800,3.222228,272145077
1996-07-08,14.912500,16.166000,14.568900,14.725100,3.247214,159032944
1996-07-09,14.607900,16.166000,13.432600,14.002700,3.087908,247708610
1996-07-10,13.510700,14.053400,13.440400,13.764500,3.035379,219424335
1996-07-11,13.940200,14.252600,13.709800,13.799600,3.043120,209494299
1996-07-12,13.705900,13.741100,13.163100,13.284200,2.929462,314976758
1996-07-15,13.198300,14.682100,12.971800,14.022200,3.092208,662383309
1996-07-16,15.619300,16.958599,15.619300,16.935200,3.734589,392528351
1996-07-17,16.322100,17.884100,16.056601,17.235901,3.800900,509950541
1996-07-18,17.489700,18.098801,17.489700,18.067600,3.984309,387948754
1996-07-19,18.231600,18.973499,18.231600,18.961800,4.181500,179919952
1996-07-22,18.352600,19.344500,17.524799,18.680700,4.119512,185440693
1996-07-23,19.367901,19.617800,18.458099,18.840799,4.154817,223098640
1996-07-24,18.356600,18.356600,16.958599,17.005501,3.750093,204707267
1996-07-25,16.853201,17.103100,16.158100,16.240200,3.581326,271383838
1996-07-26,16.166000,16.509600,15.806700,16.247999,3.583046,244162992
1996-07-29,16.466600,17.044500,16.368999,16.572100,3.654519,202234681
1996-07-30,16.330000,16.400200,15.744200,16.134701,3.558062,188324309
1996-07-31,16.243999,16.927401,15.447500,16.697001,3.682061,191834074
1996-08-01,17.021099,17.181200,16.290899,16.392401,3.614890,262293790
1996-08-02,16.337799,16.513500,16.048800,16.169901,3.565824,166402042
1996-08-05,16.134701,16.236200,15.857500,15.919900,3.510693,104919693
1996-08-06,15.853600,16.361200,15.709100,16.084000,3.546881,151179829
1996-08-07,16.146400,16.517401,16.048800,16.443199,3.626092,139841918
1996-08-08,16.548599,16.650200,16.048800,16.122999,3.555481,131213479
1996-08-09,16.150299,16.353399,16.009800,16.251900,3.583906,108804635
1996-08-12,16.322100,16.443199,16.173800,16.247999,3.583046,88415090
1996-08-13,16.205000,16.474400,16.150299,16.341700,3.603709,89804399
1996-08-14,16.060499,16.361200,16.060499,16.119101,3.554621,78644473
1996-08-15,null,null,null,null,null,null
1996-08-16,16.126900,16.236200,15.974600,16.119101,3.554621,69113944
1996-08-19,16.048800,16.087900,15.314700,15.404500,3.397036,102829327
1996-08-20,15.248300,15.892600,15.162400,15.572400,3.434062,160974775
1996-08-21,15.994100,16.353399,15.892600,16.353399,3.606289,141181289
1996-08-22,16.868799,16.982100,16.372900,16.470501,3.632114,214735258
1996-08-23,16.478300,16.849300,16.400200,16.669701,3.676041,160089331
1996-08-26,16.517401,16.665800,16.275299,16.341700,3.603709,127729964
1996-08-27,16.322100,16.419800,16.087900,16.208900,3.574424,137974355
1996-08-28,16.243999,16.693100,16.243999,16.661900,3.674320,78586212
1996-08-29,16.708700,16.747801,16.470501,16.505699,3.639874,79640037
1996-08-30,16.486200,16.572100,16.408100,16.521299,3.643316,55899506
1996-09-02,16.564301,16.669701,16.486200,16.611099,3.663118,53994168
1996-09-03,16.669701,16.782900,16.095699,16.193300,3.570984,126227334
1996-09-04,16.107401,16.251900,16.017599,16.212799,3.575284,62027829
1996-09-05,16.279200,16.497900,16.279200,16.454901,3.628672,65615703
1996-09-06,16.521299,16.544701,16.251900,16.318199,3.598528,51134881
1996-09-09,16.314301,16.322100,16.126900,16.193300,3.570984,49398566
1996-09-10,16.177700,16.177700,15.951200,16.048800,3.539119,66093958
1996-09-11,16.017599,16.236200,15.783300,15.877000,3.501233,57020556
1996-09-12,15.775500,15.869200,15.502100,15.759800,3.475388,124204833
1996-09-13,15.849700,15.880900,15.584100,15.623200,3.445264,83178613
1996-09-16,15.545100,15.545100,14.947600,15.064800,3.322125,95643337
1996-09-17,15.076500,15.463100,15.057000,15.291300,3.372073,81027425
1996-09-18,15.228800,16.205000,15.209300,16.037100,3.536538,93192519
1996-09-19,16.084000,16.208900,15.385000,15.459200,3.409099,112381625
1996-09-20,15.431900,15.693500,15.306900,15.373300,3.390156,72720384
1996-09-23,15.310800,15.385000,15.006200,15.174100,3.346228,74556576
1996-09-24,15.228800,15.455300,15.189700,15.291300,3.372073,60399073
1996-09-25,15.455300,15.697400,15.345900,15.400600,3.396176,67731037
1996-09-26,15.322500,15.377200,15.033600,15.158500,3.342788,60141699
1996-09-27,15.146800,15.146800,14.615700,14.693800,3.240311,118018248
1996-09-30,14.604000,14.986700,14.479100,14.920300,3.290259,113717794
1996-10-01,14.994500,15.060900,14.725100,14.881300,3.281659,85135810
1996-10-02,null,null,null,null,null,null
1996-10-03,15.033600,15.221000,14.705600,14.814900,3.267016,69793232
1996-10-04,14.896900,15.014000,14.545500,14.893000,3.284239,82331583
1996-10-07,14.928100,14.928100,14.096400,14.604000,3.220508,124407788
1996-10-08,14.533700,14.838300,14.178400,14.666500,3.234291,89927964
1996-10-09,14.838300,14.994500,14.623600,14.857800,3.276476,80167591
1996-10-10,14.814900,15.306900,14.744600,15.256100,3.364310,88899748
1996-10-11,15.326400,15.502100,15.080400,15.236600,3.360010,99797818
1996-10-14,15.092100,15.150700,14.725100,14.787500,3.260974,73911860
1996-10-15,14.693800,14.955500,14.506400,14.744600,3.251514,74154509
1996-10-16,14.998400,15.068700,14.670400,14.721200,3.246353,63683476
1996-10-17,14.647000,15.228800,14.514200,15.099900,3.329865,128315138
1996-10-18,15.189700,15.463100,14.978900,15.213200,3.354851,205462743
1996-10-21,null,null,null,null,null,null
1996-10-22,15.326400,16.048800,15.326400,15.755900,3.474527,184973322
1996-10-23,16.572100,16.767300,16.322100,16.673599,3.676901,146937636
1996-10-24,16.786800,17.251499,16.290899,16.454901,3.628672,303877654
1996-10-25,16.396299,16.810200,16.365101,16.708700,3.684642,140434775
1996-10-28,16.790701,16.868799,16.439301,16.521299,3.643316,90935693
1996-10-29,16.443199,16.868799,16.091801,16.263599,3.586487,116754426
1996-10-30,null,null,null,null,null,null
1996-10-31,15.974600,15.974600,15.588000,15.775500,3.478850,79985764
1996-11-01,15.888700,16.868799,15.263900,15.365500,3.388436,80726515
1996-11-04,15.228800,15.228800,14.588400,14.736800,3.249793,100510398
1996-11-05,14.693800,14.889100,14.369700,14.459500,3.188643,78469689
1996-11-06,14.147200,14.467400,13.756700,14.287700,3.150756,171489345
1996-11-07,14.479100,14.553300,14.291600,14.486900,3.194685,90381250
1996-11-08,14.565000,14.689900,14.096400,14.615700,3.223088,71520585
1996-11-11,14.272100,14.522000,14.119800,14.326800,3.159379,73381746
1996-11-12,null,null,null,null,null,null
1996-11-13,14.213500,14.662600,14.213500,14.580600,3.215348,41866208
1996-11-14,14.525900,14.604000,14.319000,14.389300,3.173162,36122665
1996-11-15,14.342400,14.674300,14.295600,14.572800,3.213627,40964118
1996-11-18,14.643100,15.010100,14.643100,14.971100,3.301462,73395191
1996-11-19,15.006200,15.068700,14.639200,14.783700,3.260135,67460218
1996-11-20,14.799300,14.799300,14.221300,14.279900,3.149037,53177869
1996-11-21,14.256500,14.416600,13.889400,14.030000,3.093928,95861016
1996-11-22,13.877700,14.112000,13.795700,13.889400,3.062923,106095803
1996-11-25,13.842600,14.861700,13.569300,14.553300,3.209328,163333399
1996-11-26,14.807100,15.201500,14.295600,14.791500,3.261855,182050011
1996-11-27,14.291600,14.291600,13.842600,14.182300,3.127514,101698033
1996-11-28,14.213500,14.365800,14.018300,14.108100,3.111151,59441282
1996-11-29,14.205700,14.315100,14.080800,14.158900,3.122354,46052701
1996-12-02,14.076900,14.287700,13.991000,14.123700,3.114591,33450327
1996-12-03,14.057400,14.557200,14.033900,14.237000,3.139577,91518306
1996-12-04,14.135500,14.135500,13.830900,14.037800,3.095648,61702590
1996-12-05,13.909000,14.440000,13.803500,14.279900,3.149037,86467497
1996-12-06,14.350200,14.443900,14.213500,14.303400,3.154218,50965859
1996-12-09,14.213500,14.412700,14.201800,14.279900,3.149037,37205942
1996-12-10,14.213500,14.244800,13.944100,14.033900,3.094789,50235352
1996-12-11,14.092500,15.017900,14.092500,15.014000,3.310922,93510076
1996-12-12,15.150700,15.256100,14.627500,14.686000,3.238590,111052498
1996-12-13,14.611800,14.760200,14.471300,14.689900,3.239451,57848379
1996-12-16,14.783700,15.306900,14.783700,15.213200,3.354851,90801244
1996-12-17,15.189700,15.314700,14.853900,15.010100,3.310062,77183458
1996-12-18,15.228800,15.521700,15.123400,15.232700,3.359150,90399177
1996-12-19,15.189700,15.424000,15.053100,15.240500,3.360871,61119337
1996-12-20,15.431900,16.048800,15.431900,15.931700,3.513295,164133692
1996-12-23,16.005899,16.005899,15.588000,15.693500,3.460767,95147795
1996-12-24,15.650500,15.775500,15.502100,15.662200,3.453864,69870061
1996-12-25,null,null,null,null,null,null
1996-12-26,15.931700,16.458799,15.931700,16.380699,3.612309,66160542
1996-12-27,null,null,null,null,null,null
1996-12-30,null,null,null,null,null,null
1996-12-31,16.458799,16.478300,16.017599,16.138599,3.558920,47716030
1997-01-01,16.361200,17.220301,16.361200,17.134300,3.778495,129305581
1997-01-02,17.177299,17.181200,16.681400,16.728300,3.688963,95362914
1997-01-03,16.599400,16.966400,16.599400,16.923500,3.732010,89838971
1997-01-06,17.025000,17.103100,16.751699,16.814100,3.707884,60139778
1997-01-07,16.798500,17.060200,16.697001,16.931299,3.733731,88169240
1997-01-08,17.333500,17.567801,17.064100,17.208500,3.794858,123788041
1997-01-09,17.083599,17.329599,16.974300,17.169500,3.786258,92182229
1997-01-10,17.454500,17.524799,17.278799,17.384300,3.833626,92862158
1997-01-13,17.181200,17.415501,17.064100,17.356899,3.827583,76475999
1997-01-14,17.493601,18.391701,17.306200,18.048100,3.980009,98356010
1997-01-15,18.352600,19.313200,18.239401,19.313200,4.258992,167971257
1997-01-16,20.668200,20.668200,18.547899,18.833000,4.153097,194842535
1997-01-17,18.196501,19.289801,18.196501,19.028200,4.196142,166676063
1997-01-20,19.055500,19.094601,18.219900,18.348700,4.046298,98414911
1997-01-21,18.235500,18.508900,17.813801,17.989500,3.967087,103892757
1997-01-22,18.508900,19.250799,18.508900,19.219500,4.238328,133652132
1997-01-23,null,null,null,null,null,null
1997-01-24,19.680300,20.394899,19.680300,20.234800,4.462226,237872049
1997-01-27,20.695601,21.476500,20.578400,20.953300,4.620670,236198476
1997-01-28,21.378901,21.566299,20.902500,21.496000,4.740348,153164556
1997-01-29,22.491800,22.491800,20.953300,21.417900,4.723125,230196279
1997-01-30,21.007900,21.749800,20.968901,21.394501,4.717966,270968966
1997-01-31,20.972799,21.320299,20.617500,20.914200,4.612047,234209268
1997-02-03,20.266001,20.676001,19.524099,19.762300,4.358028,176487015
1997-02-04,19.727100,20.922001,19.649000,20.601801,4.543157,222820778
1997-02-05,21.203199,21.390600,20.406601,20.543301,4.530257,168059609
1997-02-06,20.543301,21.109501,20.269899,20.875200,4.603447,203623990
1997-02-07,20.968901,21.511700,20.773600,21.371099,4.712803,207596004
1997-02-10,21.378901,21.437500,20.922001,21.292999,4.695582,147662382
1997-02-11,21.160200,21.628799,21.086000,21.468700,4.734328,116029040
1997-02-12,21.476500,21.730301,21.211000,21.386700,4.716245,115103261
1997-02-13,21.261700,21.472601,21.132900,21.308599,4.699022,92560608
1997-02-14,21.242201,21.476500,21.222700,21.398399,4.718825,66008807
1997-02-17,21.671700,21.867001,21.359400,21.488199,4.738627,106882651
1997-02-18,21.515600,21.515600,20.793200,20.949400,4.619810,114646774
1997-02-19,21.093800,21.367201,20.808800,21.308599,4.699022,132753243
1997-02-20,21.242201,21.359400,20.980600,21.097700,4.652514,95699037
1997-02-21,20.929800,21.035299,20.726801,20.797100,4.586224,91607939
1997-02-24,20.640900,20.656500,19.918501,20.016100,4.413996,109430784
1997-02-25,19.914600,20.996201,19.762300,20.422199,4.503551,234650389
1997-02-26,20.297300,20.734600,20.180099,20.605700,4.544018,117710936
1997-02-27,20.703400,21.144600,20.687700,21.062599,4.644773,127714598
1997-02-28,22.745600,23.350800,22.335600,22.940800,5.058959,75485556
1997-03-03,23.983400,24.483200,23.702299,23.834999,5.256149,153220256
1997-03-04,23.936600,24.205999,23.620300,24.045900,5.302657,133885818
1997-03-05,24.834700,24.986900,23.288300,23.737400,5.234626,286664953
1997-03-06,23.358601,23.663200,23.155600,23.483601,5.178659,190897411
1997-03-07,null,null,null,null,null,null
1997-03-10,22.991600,22.991600,22.226200,22.351200,4.928939,175525383
1997-03-11,22.179399,22.413700,20.929800,21.160200,4.666296,259523496
1997-03-12,21.937300,22.167700,21.445299,21.769400,4.800638,199504082
1997-03-13,21.980200,22.011499,21.351500,21.484301,4.737767,127130064
1997-03-14,21.242201,22.257500,21.148500,21.917700,4.833342,310433014
1997-03-17,22.019300,22.335600,21.757700,22.222300,4.900513,217129094
1997-03-18,22.218399,22.874399,22.148100,22.515200,4.965104,211827313
1997-03-19,22.956400,23.058001,21.945101,22.050501,4.862628,162368566
1997-03-20,21.906000,22.487900,21.652201,22.198900,4.895353,196672965
1997-03-21,22.491800,22.718201,22.355101,22.534700,4.969405,135992189
1997-03-24,null,null,null,null,null,null
1997-03-25,22.706499,22.804100,22.339500,22.534700,4.969405,145666771
1997-03-26,22.784599,23.108700,22.690901,22.780701,5.023652,190840430
1997-03-27,22.687000,22.858801,22.530800,22.772900,5.021932,102175008
1997-03-28,null,null,null,null,null,null
1997-03-31,21.179701,21.179701,20.496401,20.523701,4.525934,1667170
1997-04-01,18.926701,20.769699,18.743099,20.391001,4.496671,219080529
1997-04-02,21.078199,21.230499,20.480801,20.734600,4.572442,169075021
1997-04-03,20.769699,21.066500,20.555000,20.922001,4.613768,133249425
1997-04-04,20.609600,20.910299,20.465200,20.832199,4.593963,89391448
1997-04-07,20.754101,20.769699,20.484699,20.621300,4.547456,81159314
1997-04-08,null,null,null,null,null,null
1997-04-09,21.234400,21.488199,21.097700,21.417900,4.723125,161342270
1997-04-10,21.125099,21.222700,20.012199,20.781500,4.582784,157285745
1997-04-11,20.070801,21.160200,20.035601,20.914200,4.612047,129400336
1997-04-14,null,null,null,null,null,null
1997-04-15,20.910299,21.039200,20.586201,20.738501,4.573302,86772249
1997-04-16,null,null,null,null,null,null
1997-04-17,21.007900,21.933399,20.914200,21.843599,4.817001,164791853
1997-04-18,null,null,null,null,null,null
1997-04-21,21.984100,23.374300,21.952900,23.366400,5.152812,186192328
1997-04-22,23.897499,24.834700,23.198500,23.651501,5.215684,332214429
1997-04-23,24.209900,24.288000,23.858400,23.944401,5.280275,175044567
1997-04-24,24.042000,24.112301,23.671000,23.788200,5.245828,128416935
1997-04-25,23.659300,23.905300,23.608500,23.854500,5.260448,110871312
1997-04-28,23.819401,24.022400,23.702299,23.834999,5.256149,79307116
1997-04-29,23.745199,23.874100,23.671000,23.831100,5.255289,71546834
1997-04-30,24.405100,24.580799,24.131800,24.186399,5.333642,155422663
1997-05-01,null,null,null,null,null,null
1997-05-02,23.975599,24.049801,23.799900,23.846701,5.258730,74678861
1997-05-05,23.522600,23.624201,23.296200,23.362499,5.151953,117870994
1997-05-06,23.428900,23.741301,23.354700,23.647600,5.214822,90767952
1997-05-07,23.741301,23.741301,23.444500,23.491400,5.180378,63187294
1997-05-08,23.499201,23.616400,23.382099,23.573400,5.198462,45432954
1997-05-09,23.624201,23.655399,23.468000,23.522600,5.187258,38984513
1997-05-12,23.507000,23.565599,22.812000,22.874399,5.044315,125024333
1997-05-13,22.843201,22.999399,22.772900,22.854900,5.040016,76013110
1997-05-14,22.866600,23.186800,22.503500,23.120399,5.098564,163583090
1997-05-15,22.979900,23.155600,22.901800,22.972099,5.065861,89518854
1997-05-16,22.921301,23.077499,22.890100,23.018900,7.079275,53199637
1997-05-19,23.272699,23.514799,23.089199,23.206301,7.136909,73671772
1997-05-20,23.214100,23.335199,23.132200,23.202400,7.135712,29541696
1997-05-21,23.194599,23.194599,22.768999,22.843201,7.025240,70140880
1997-05-22,22.890100,22.921301,22.452700,22.636200,6.961580,112560890
1997-05-23,22.569901,22.995501,22.382401,22.667500,6.971206,152384110
1997-05-26,22.589399,22.741699,22.452700,22.503500,6.920769,65164978
1997-05-27,22.593300,22.835400,22.038799,22.230101,6.836688,154617888
1997-05-28,22.335600,22.480000,22.011499,22.066099,6.786249,66318680
1997-05-29,22.015400,23.132200,21.937300,22.979900,7.067282,231919790
1997-05-30,23.120399,23.616400,22.979900,23.510900,7.230587,219328300
1997-06-02,23.702299,23.893600,23.471901,23.784300,7.314669,149851983
1997-06-03,23.819401,24.280199,23.507000,23.690500,7.285820,165158707
1997-06-04,23.897499,24.002899,23.628099,23.721800,7.295447,79893570
1997-06-05,23.928699,24.619900,23.842800,24.268499,7.463581,271764777
1997-06-06,24.366100,24.463699,24.014601,24.065399,7.401117,124094713
1997-06-09,23.897499,24.354401,23.780300,24.124001,7.419142,148174569
1997-06-10,24.366100,24.600401,24.194300,24.490999,7.532008,140026306
1997-06-11,24.795601,25.029900,24.682400,24.780001,7.620889,129652588
1997-06-12,24.787800,25.377399,24.756599,25.303200,7.781793,187812761
1997-06-13,25.459400,25.654699,25.029900,25.217300,7.755376,141554545
1997-06-16,25.061100,25.146999,24.463699,24.627701,7.574049,123182379
1997-06-17,24.912800,25.225100,24.846399,24.979099,7.682119,124348246
1997-06-18,25.459400,25.728901,25.174400,25.283701,7.775796,109283530
1997-06-19,25.068899,26.865200,24.955700,26.701200,8.211740,264913629
1997-06-20,27.025299,28.544201,26.982300,28.091299,8.639250,325808884
1997-06-23,28.388000,29.028400,28.368500,28.509100,8.767741,171096881
1997-06-24,28.505199,29.051901,28.364599,28.805901,8.859022,140073043
1997-06-25,29.598499,29.981199,28.583300,28.782400,8.851795,321658884
1997-06-26,28.759001,30.457600,27.497700,29.653200,9.119601,537659246
1997-06-27,29.426701,29.559500,28.778500,28.868299,8.878213,182571802
1997-06-30,28.505199,28.887899,28.235800,28.766800,8.846998,184442567
1997-07-01,29.051901,29.192400,28.270901,28.559900,8.783365,202130323
1997-07-02,28.930799,29.434500,28.739500,28.907400,8.890238,161212302
1997-07-03,28.759001,29.012800,28.434900,28.524700,8.772541,103292217
1997-07-04,28.602800,28.680901,27.857000,28.032700,8.621231,141681952
1997-07-07,27.958500,28.524700,27.907700,28.142000,8.654846,125784292
1997-07-08,28.079599,28.251400,27.646099,27.802299,8.550372,141226745
